"X.x","well","measure_date","napon_ab","napon_bc","napon_ca","elektricna_struja_fazaa","elektricna_struja_fazab","elektricna_struja_fazac","koeficijent_kapaciteta","frekvencija","radno_opterecenje","aktivna_snaga","pritisak_na_prijemu_pumpe","temperatura_motora","temperatura_u_busotini","X.y","esp_type","date_time","label","napon_change","struja_change","frekvencija_change","pritisak_change","temperatura_motora_change","temperatura_busotine_change"
103119,"well_1",2020-09-26 14:24:12,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103120,"well_1",2020-09-26 14:24:39,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103121,"well_1",2020-09-26 14:24:55,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103122,"well_1",2020-09-26 14:25:06,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103123,"well_1",2020-09-26 14:25:22,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103124,"well_1",2020-09-26 14:25:33,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103125,"well_1",2020-09-26 14:26:10,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103126,"well_1",2020-09-26 14:26:26,394,397,396,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103129,"well_1",2020-09-26 14:27:30,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103130,"well_1",2020-09-26 14:28:52,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103131,"well_1",2020-09-26 14:29:19,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103132,"well_1",2020-09-26 14:29:40,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103133,"well_1",2020-09-26 14:29:51,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103134,"well_1",2020-09-26 14:30:07,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103135,"well_1",2020-09-26 14:30:45,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103136,"well_1",2020-09-26 14:30:56,399,401,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103137,"well_1",2020-09-26 14:31:12,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",-2,0,0,0,0,0
103138,"well_1",2020-09-26 14:31:33,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103139,"well_1",2020-09-26 14:31:43,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103140,"well_1",2020-09-26 14:32:05,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103141,"well_1",2020-09-26 14:32:16,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103142,"well_1",2020-09-26 14:33:03,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103143,"well_1",2020-09-26 14:33:14,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103144,"well_1",2020-09-26 14:33:50,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103145,"well_1",2020-09-26 14:34:12,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103146,"well_1",2020-09-26 14:34:38,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103147,"well_1",2020-09-26 14:35:00,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103148,"well_1",2020-09-26 14:35:21,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103149,"well_1",2020-09-26 14:35:47,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103150,"well_1",2020-09-26 14:36:41,397,397,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103151,"well_1",2020-09-26 14:36:57,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103152,"well_1",2020-09-26 14:37:29,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103153,"well_1",2020-09-26 14:37:51,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103154,"well_1",2020-09-26 14:38:12,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103155,"well_1",2020-09-26 14:38:28,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103156,"well_1",2020-09-26 14:38:38,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103157,"well_1",2020-09-26 14:38:49,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103158,"well_1",2020-09-26 14:39:06,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103159,"well_1",2020-09-26 14:39:27,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103160,"well_1",2020-09-26 14:39:38,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103161,"well_1",2020-09-26 14:39:54,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103162,"well_1",2020-09-26 14:40:05,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103163,"well_1",2020-09-26 14:40:42,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103164,"well_1",2020-09-26 14:41:09,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103165,"well_1",2020-09-26 14:41:25,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103166,"well_1",2020-09-26 14:41:41,397,399,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103167,"well_1",2020-09-26 14:42:23,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",2,0,0,0,0,0
103168,"well_1",2020-09-26 14:42:45,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103169,"well_1",2020-09-26 14:43:12,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103170,"well_1",2020-09-26 14:43:22,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103171,"well_1",2020-09-26 14:43:54,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103172,"well_1",2020-09-26 14:44:11,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103173,"well_1",2020-09-26 14:44:27,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103174,"well_1",2020-09-26 14:44:49,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103175,"well_1",2020-09-26 14:45:16,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103176,"well_1",2020-09-26 14:45:47,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103177,"well_1",2020-09-26 14:46:13,399,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103178,"well_1",2020-09-26 14:46:30,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",2,0,0,0,0,0
103179,"well_1",2020-09-26 14:46:45,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103180,"well_1",2020-09-26 14:47:23,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103181,"well_1",2020-09-26 14:47:34,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103182,"well_1",2020-09-26 14:47:55,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103183,"well_1",2020-09-26 14:48:22,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103184,"well_1",2020-09-26 14:48:48,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103185,"well_1",2020-09-26 14:49:15,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103186,"well_1",2020-09-26 14:49:26,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103187,"well_1",2020-09-26 14:49:36,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103188,"well_1",2020-09-26 14:49:47,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103189,"well_1",2020-09-26 14:49:58,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103190,"well_1",2020-09-26 14:50:09,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103191,"well_1",2020-09-26 14:50:23,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103192,"well_1",2020-09-26 14:50:49,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103193,"well_1",2020-09-26 14:51:22,401,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103194,"well_1",2020-09-26 14:51:32,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",-2,0,0,0,0,0
103195,"well_1",2020-09-26 14:51:48,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103196,"well_1",2020-09-26 14:52:10,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103197,"well_1",2020-09-26 14:52:32,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103198,"well_1",2020-09-26 14:52:58,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103199,"well_1",2020-09-26 14:53:52,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103200,"well_1",2020-09-26 14:54:13,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103201,"well_1",2020-09-26 14:54:24,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103202,"well_1",2020-09-26 14:54:56,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103203,"well_1",2020-09-26 14:55:07,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103204,"well_1",2020-09-26 14:55:18,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103205,"well_1",2020-09-26 14:55:29,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103206,"well_1",2020-09-26 14:56:18,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103207,"well_1",2020-09-26 14:56:28,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103208,"well_1",2020-09-26 14:56:44,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103209,"well_1",2020-09-26 14:56:55,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103210,"well_1",2020-09-26 14:57:11,399,403,399,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103211,"well_1",2020-09-26 14:57:48,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",4,0,0,0,0,0
103212,"well_1",2020-09-26 14:58:10,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103213,"well_1",2020-09-26 14:58:20,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103214,"well_1",2020-09-26 14:58:41,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103215,"well_1",2020-09-26 14:59:13,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103216,"well_1",2020-09-26 14:59:24,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103217,"well_1",2020-09-26 15:00:06,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103218,"well_1",2020-09-26 15:00:17,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103219,"well_1",2020-09-26 15:00:33,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103220,"well_1",2020-09-26 15:00:49,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103221,"well_1",2020-09-26 15:01:09,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103222,"well_1",2020-09-26 15:01:25,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103223,"well_1",2020-09-26 15:01:36,403,404,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103226,"well_1",2020-09-26 15:02:29,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103227,"well_1",2020-09-26 15:02:45,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103228,"well_1",2020-09-26 15:03:12,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103229,"well_1",2020-09-26 15:03:50,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103230,"well_1",2020-09-26 15:04:11,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103231,"well_1",2020-09-26 15:04:21,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103232,"well_1",2020-09-26 15:05:04,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103233,"well_1",2020-09-26 15:05:36,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103234,"well_1",2020-09-26 15:05:47,403,403,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103235,"well_1",2020-09-26 15:06:40,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",-4,0,0,0,0,0
103236,"well_1",2020-09-26 15:06:50,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103237,"well_1",2020-09-26 15:07:28,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103238,"well_1",2020-09-26 15:07:38,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103239,"well_1",2020-09-26 15:07:54,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103240,"well_1",2020-09-26 15:08:15,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103241,"well_1",2020-09-26 15:08:26,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103242,"well_1",2020-09-26 15:08:48,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103243,"well_1",2020-09-26 15:09:04,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103244,"well_1",2020-09-26 15:09:20,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103245,"well_1",2020-09-26 15:09:36,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103246,"well_1",2020-09-26 15:09:52,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103247,"well_1",2020-09-26 15:10:08,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103248,"well_1",2020-09-26 15:10:29,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103249,"well_1",2020-09-26 15:10:57,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103250,"well_1",2020-09-26 15:11:07,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103251,"well_1",2020-09-26 15:11:44,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103252,"well_1",2020-09-26 15:12:00,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103253,"well_1",2020-09-26 15:12:17,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103254,"well_1",2020-09-26 15:12:54,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103255,"well_1",2020-09-26 15:13:05,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103256,"well_1",2020-09-26 15:13:42,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103257,"well_1",2020-09-26 15:13:52,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103258,"well_1",2020-09-26 15:14:08,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103259,"well_1",2020-09-26 15:14:45,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103260,"well_1",2020-09-26 15:14:56,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103261,"well_1",2020-09-26 15:15:06,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103262,"well_1",2020-09-26 15:15:38,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103263,"well_1",2020-09-26 15:15:54,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103264,"well_1",2020-09-26 15:16:10,399,404,401,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103265,"well_1",2020-09-26 15:16:37,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",-2,0,0,0,0,0
103266,"well_1",2020-09-26 15:16:58,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103267,"well_1",2020-09-26 15:17:14,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103268,"well_1",2020-09-26 15:17:25,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103269,"well_1",2020-09-26 15:18:02,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103270,"well_1",2020-09-26 15:18:24,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103271,"well_1",2020-09-26 15:18:38,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103272,"well_1",2020-09-26 15:19:10,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103273,"well_1",2020-09-26 15:19:32,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103274,"well_1",2020-09-26 15:19:43,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103275,"well_1",2020-09-26 15:19:59,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103276,"well_1",2020-09-26 15:20:15,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103277,"well_1",2020-09-26 15:20:31,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103278,"well_1",2020-09-26 15:20:47,397,401,397,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103279,"well_1",2020-09-26 15:21:24,403,406,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",6,0,0,0,0,0
103280,"well_1",2020-09-26 15:21:40,403,406,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103281,"well_1",2020-09-26 15:21:51,403,406,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103282,"well_1",2020-09-26 15:22:02,403,406,403,0,0,0,100,0,0,0,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
